server,source,monthlyInstalls,tool,probe,status,code,claim,trace
@modelcontextprotocol/server-filesystem,npm:@modelcontextprotocol/server-filesystem,2334928,list_directory_with_sizes,answer-stability,pass,answer-reproducible,Two identical calls returned identical answers.,runs/census-v5/filesystem-dt-census-1.dt.jsonl
@modelcontextprotocol/server-filesystem,npm:@modelcontextprotocol/server-filesystem,2334928,list_directory_with_sizes,idempotency,pass,read-only-confirmed,Declares readOnlyHint: true and a successful call left the observable state unchanged.,runs/census-v5/filesystem-dt-census-1.dt.jsonl
@modelcontextprotocol/server-filesystem,npm:@modelcontextprotocol/server-filesystem,2334928,list_directory_with_sizes,partial-failure,skip,read-only-confirmed,"The tool declares readOnlyHint, so there is no effect to leave half done.",runs/census-v5/filesystem-dt-census-1.dt.jsonl
@modelcontextprotocol/server-filesystem,npm:@modelcontextprotocol/server-filesystem,2334928,list_directory_with_sizes,upstream-idempotency,skip,no-upstream-call,"The call sent nothing upstream, so there is no remote side effect to retry.",runs/census-v5/filesystem-dt-census-1.dt.jsonl
@modelcontextprotocol/server-filesystem,npm:@modelcontextprotocol/server-filesystem,2334928,list_directory_with_sizes,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-v5/filesystem-dt-census-1.dt.jsonl
@modelcontextprotocol/server-filesystem,npm:@modelcontextprotocol/server-filesystem,2334928,move_file,idempotency,pass,retry-converged,An identical retry left the observable state unchanged.,runs/census-v5/filesystem-dt-census-1.dt.jsonl
@modelcontextprotocol/server-filesystem,npm:@modelcontextprotocol/server-filesystem,2334928,move_file,retry-signal,fail,retry-answer-differs,"The effect was applied once, but the retry reported failure, which tells a retrying client the operation did not happen.",runs/census-v5/filesystem-dt-census-1.dt.jsonl
@modelcontextprotocol/server-filesystem,npm:@modelcontextprotocol/server-filesystem,2334928,move_file,partial-failure,pass,retry-converged,"After a lost acknowledgement and a reconnect, an identical retry converged on the same state.",runs/census-v5/filesystem-dt-census-1.dt.jsonl
@modelcontextprotocol/server-filesystem,npm:@modelcontextprotocol/server-filesystem,2334928,move_file,partial-failure,pass,truncated-frame-ignored,"A request frame cut in half changed nothing, as it must.",runs/census-v5/filesystem-dt-census-1.dt.jsonl
@modelcontextprotocol/server-filesystem,npm:@modelcontextprotocol/server-filesystem,2334928,move_file,upstream-idempotency,skip,no-upstream-call,"The call sent nothing upstream, so there is no remote side effect to retry.",runs/census-v5/filesystem-dt-census-1.dt.jsonl
@modelcontextprotocol/server-filesystem,npm:@modelcontextprotocol/server-filesystem,2334928,move_file,concurrency,pass,concurrent-matches-sequential,4 overlapping calls left the same shape of state as the same 4 calls run one at a time.,runs/census-v5/filesystem-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,add_observations,idempotency,skip,call-failed,"The first call did not succeed, so no retry behaviour could be observed.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,add_observations,partial-failure,skip,call-failed,"An uninterrupted call did not succeed, so there is no reference effect to interrupt.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,add_observations,upstream-idempotency,skip,no-upstream-call,"The call sent nothing upstream, so there is no remote side effect to retry.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,add_observations,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,create_entities,idempotency,pass,retry-converged,An identical retry left the observable state unchanged.,runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,create_entities,retry-signal,fail,retry-answer-differs,"A retry left the state unchanged but returned a different answer, so a client cannot tell a duplicate from a fresh success.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,create_entities,partial-failure,pass,retry-converged,"After a lost acknowledgement and a reconnect, an identical retry converged on the same state.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,create_entities,partial-failure,pass,truncated-frame-ignored,"A request frame cut in half changed nothing, as it must.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,create_entities,upstream-idempotency,skip,no-upstream-call,"The call sent nothing upstream, so there is no remote side effect to retry.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,create_entities,concurrency,pass,concurrent-matches-sequential,4 overlapping calls left the same shape of state as the same 4 calls run one at a time.,runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,create_relations,idempotency,pass,retry-converged,An identical retry left the observable state unchanged.,runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,create_relations,retry-signal,fail,retry-answer-differs,"A retry left the state unchanged but returned a different answer, so a client cannot tell a duplicate from a fresh success.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,create_relations,partial-failure,pass,retry-converged,"After a lost acknowledgement and a reconnect, an identical retry converged on the same state.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,create_relations,partial-failure,pass,truncated-frame-ignored,"A request frame cut in half changed nothing, as it must.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,create_relations,upstream-idempotency,skip,no-upstream-call,"The call sent nothing upstream, so there is no remote side effect to retry.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,create_relations,concurrency,pass,concurrent-matches-sequential,4 overlapping calls left the same shape of state as the same 4 calls run one at a time.,runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,delete_entities,answer-stability,pass,answer-reproducible,Two identical calls returned identical answers.,runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,delete_entities,idempotency,skip,no-observable-effect,"A successful call produced no observable state change, so retry safety cannot be decided by this oracle.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,delete_entities,partial-failure,skip,no-observable-effect,"A clean call produced no observable state change, so an interrupted one cannot be judged by this oracle.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,delete_entities,upstream-idempotency,skip,no-upstream-call,"The call sent nothing upstream, so there is no remote side effect to retry.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,delete_entities,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,delete_observations,answer-stability,pass,answer-reproducible,Two identical calls returned identical answers.,runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,delete_observations,idempotency,skip,no-observable-effect,"A successful call produced no observable state change, so retry safety cannot be decided by this oracle.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,delete_observations,partial-failure,skip,no-observable-effect,"A clean call produced no observable state change, so an interrupted one cannot be judged by this oracle.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,delete_observations,upstream-idempotency,skip,no-upstream-call,"The call sent nothing upstream, so there is no remote side effect to retry.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,delete_observations,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,delete_relations,answer-stability,pass,answer-reproducible,Two identical calls returned identical answers.,runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,delete_relations,idempotency,skip,no-observable-effect,"A successful call produced no observable state change, so retry safety cannot be decided by this oracle.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,delete_relations,partial-failure,skip,no-observable-effect,"A clean call produced no observable state change, so an interrupted one cannot be judged by this oracle.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,delete_relations,upstream-idempotency,skip,no-upstream-call,"The call sent nothing upstream, so there is no remote side effect to retry.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,delete_relations,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,open_nodes,answer-stability,pass,answer-reproducible,Two identical calls returned identical answers.,runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,open_nodes,idempotency,pass,read-only-confirmed,Declares readOnlyHint: true and a successful call left the observable state unchanged.,runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,open_nodes,partial-failure,skip,read-only-confirmed,"The tool declares readOnlyHint, so there is no effect to leave half done.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,open_nodes,upstream-idempotency,skip,no-upstream-call,"The call sent nothing upstream, so there is no remote side effect to retry.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,open_nodes,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,read_graph,answer-stability,pass,answer-reproducible,Two identical calls returned identical answers.,runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,read_graph,idempotency,pass,read-only-confirmed,Declares readOnlyHint: true and a successful call left the observable state unchanged.,runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,read_graph,partial-failure,skip,read-only-confirmed,"The tool declares readOnlyHint, so there is no effect to leave half done.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,read_graph,upstream-idempotency,skip,no-upstream-call,"The call sent nothing upstream, so there is no remote side effect to retry.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-memory,npm:@modelcontextprotocol/server-memory,364588,read_graph,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-v5/memory-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,echo,answer-stability,pass,answer-reproducible,Two identical calls returned identical answers.,runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,echo,idempotency,pass,read-only-confirmed,Declares readOnlyHint: true and a successful call left the observable state unchanged.,runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,echo,partial-failure,skip,read-only-confirmed,"The tool declares readOnlyHint, so there is no effect to leave half done.",runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,echo,upstream-idempotency,skip,no-upstream-call,"The call sent nothing upstream, so there is no remote side effect to retry.",runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,echo,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-annotated-message,answer-stability,pass,answer-reproducible,Two identical calls returned identical answers.,runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-annotated-message,idempotency,pass,read-only-confirmed,Declares readOnlyHint: true and a successful call left the observable state unchanged.,runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-annotated-message,partial-failure,skip,read-only-confirmed,"The tool declares readOnlyHint, so there is no effect to leave half done.",runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-annotated-message,upstream-idempotency,skip,no-upstream-call,"The call sent nothing upstream, so there is no remote side effect to retry.",runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-annotated-message,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-env,answer-stability,pass,answer-reproducible,Two identical calls returned identical answers.,runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-env,idempotency,pass,read-only-confirmed,Declares readOnlyHint: true and a successful call left the observable state unchanged.,runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-env,partial-failure,skip,read-only-confirmed,"The tool declares readOnlyHint, so there is no effect to leave half done.",runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-env,upstream-idempotency,skip,no-upstream-call,"The call sent nothing upstream, so there is no remote side effect to retry.",runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-env,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-resource-links,answer-stability,pass,answer-reproducible,Two identical calls returned identical answers.,runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-resource-links,idempotency,pass,read-only-confirmed,Declares readOnlyHint: true and a successful call left the observable state unchanged.,runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-resource-links,partial-failure,skip,read-only-confirmed,"The tool declares readOnlyHint, so there is no effect to leave half done.",runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-resource-links,upstream-idempotency,skip,no-upstream-call,"The call sent nothing upstream, so there is no remote side effect to retry.",runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-resource-links,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-resource-reference,answer-stability,pass,answer-reproducible,Two identical calls returned identical answers.,runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-resource-reference,idempotency,pass,read-only-confirmed,Declares readOnlyHint: true and a successful call left the observable state unchanged.,runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-resource-reference,partial-failure,skip,read-only-confirmed,"The tool declares readOnlyHint, so there is no effect to leave half done.",runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-resource-reference,upstream-idempotency,skip,no-upstream-call,"The call sent nothing upstream, so there is no remote side effect to retry.",runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-resource-reference,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-roots-list,idempotency,skip,call-failed,"The first call did not succeed, so no retry behaviour could be observed.",runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-roots-list,partial-failure,skip,read-only-confirmed,"The tool declares readOnlyHint, so there is no effect to leave half done.",runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-roots-list,upstream-idempotency,skip,no-upstream-call,"The call sent nothing upstream, so there is no remote side effect to retry.",runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-roots-list,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-structured-content,answer-stability,pass,answer-reproducible,Two identical calls returned identical answers.,runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-structured-content,idempotency,pass,read-only-confirmed,Declares readOnlyHint: true and a successful call left the observable state unchanged.,runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-structured-content,partial-failure,skip,read-only-confirmed,"The tool declares readOnlyHint, so there is no effect to leave half done.",runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-structured-content,upstream-idempotency,skip,no-upstream-call,"The call sent nothing upstream, so there is no remote side effect to retry.",runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-structured-content,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-sum,answer-stability,pass,answer-reproducible,Two identical calls returned identical answers.,runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-sum,idempotency,pass,read-only-confirmed,Declares readOnlyHint: true and a successful call left the observable state unchanged.,runs/census-v5/everything-dt-census-1.dt.jsonl
@modelcontextprotocol/server-everything,npm:@modelcontextprotocol/server-everything,800463,get-sum,partial-failure,skip,read-only-confirmed,"The tool declares readOnlyHint, so there is no effect to leave half done.",runs/census-v5/everything-dt-census-1.dt.jsonl
